wardname,lganame,statename
Igbokuta/Oke-Agbo/Igbalu,Ikorodu,Lagos
Igbokuta/Oke-Agbo/Igbalu,Ikorodu,Lagos
Isiu,Ikorodu,Lagos
Isiu,Ikorodu,Lagos
Igbokuta/Oke-Agbo/Igbalu,Ikorodu,Lagos
Isiu,Ikorodu,Lagos
Agbowa 2/Ado,Epe,Lagos
Agbowa 1,Epe,Lagos
Ajebo Orugbo,Epe,Lagos
Isiu,Ikorodu,Lagos
Ajebo Orugbo,Epe,Lagos
Ajebo Orugbo,Epe,Lagos
Ajebo Orugbo,Epe,Lagos
Ajebo Orugbo,Epe,Lagos
Ajebo Orugbo,Epe,Lagos
Ajebo Orugbo,Epe,Lagos
Ajebo Orugbo,Epe,Lagos
Ajebo Orugbo,Epe,Lagos
Ajebo Orugbo,Epe,Lagos
Ajebo Orugbo,Epe,Lagos
Ajebo Orugbo,Epe,Lagos
Ajebo Orugbo,Epe,Lagos
Ajebo Orugbo,Epe,Lagos
Ajebo Orugbo,Epe,Lagos
Ajebo Orugbo,Epe,Lagos
Ajebo Orugbo,Epe,Lagos
Ajebo Orugbo,Epe,Lagos
Ajebo Orugbo,Epe,Lagos
Ajebo Orugbo,Epe,Lagos
Ajebo Orugbo,Epe,Lagos
Ajebo Orugbo,Epe,Lagos
Ajebo Orugbo,Epe,Lagos
Ajebo Orugbo,Epe,Lagos
Ajebo Orugbo,Epe,Lagos
Ajebo Orugbo,Epe,Lagos
Mayunre-Oriba/Orepete-Ito Omu,Epe,Lagos
Mayunre-Oriba/Orepete-Ito Omu,Epe,Lagos
Mayunre-Oriba/Orepete-Ito Omu,Epe,Lagos
Mayunre-Oriba/Orepete-Ito Omu,Epe,Lagos
Mayunre-Oriba/Orepete-Ito Omu,Epe,Lagos
Mayunre-Oriba/Orepete-Ito Omu,Epe,Lagos
Mayunre-Oriba/Orepete-Ito Omu,Epe,Lagos
Mayunre-Oriba/Orepete-Ito Omu,Epe,Lagos
Mayunre-Oriba/Orepete-Ito Omu,Epe,Lagos
Mayunre-Oriba/Orepete-Ito Omu,Epe,Lagos
Mayunre-Oriba/Orepete-Ito Omu,Epe,Lagos
Mayunre-Oriba/Orepete-Ito Omu,Epe,Lagos
Mayunre-Oriba/Orepete-Ito Omu,Epe,Lagos
Mayunre-Oriba/Orepete-Ito Omu,Epe,Lagos
Mayunre-Oriba/Orepete-Ito Omu,Epe,Lagos
Mayunre-Oriba/Orepete-Ito Omu,Epe,Lagos
Ibeju 1,Ibeju Lekki,Lagos
Ibeju 1,Ibeju Lekki,Lagos
Ibeju 1,Ibeju Lekki,Lagos
Mayunre-Oriba/Orepete-Ito Omu,Epe,Lagos
Mayunre-Oriba/Orepete-Ito Omu,Epe,Lagos
Mayunre-Oriba/Orepete-Ito Omu,Epe,Lagos
Mayunre-Oriba/Orepete-Ito Omu,Epe,Lagos
Mayunre-Oriba/Orepete-Ito Omu,Epe,Lagos
Mayunre-Oriba/Orepete-Ito Omu,Epe,Lagos
Mayunre-Oriba/Orepete-Ito Omu,Epe,Lagos
Mayunre-Oriba/Orepete-Ito Omu,Epe,Lagos
Ejirin/Ketu,Epe,Lagos
Ejirin/Ketu,Epe,Lagos
Owu/Ota,Epe,Lagos
Owu/Ota,Epe,Lagos
Owu/Ota,Epe,Lagos
Owu/Ota,Epe,Lagos
Ajebo Orugbo,Epe,Lagos
Owu/Ota,Epe,Lagos
Ajebo Orugbo,Epe,Lagos
Ajebo Orugbo,Epe,Lagos
Ajebo Orugbo,Epe,Lagos
Ifesowapo/Temu Oke-Oso,Epe,Lagos
Ifesowapo/Temu Oke-Oso,Epe,Lagos
Ifesowapo/Temu Oke-Oso,Epe,Lagos
Ifesowapo/Temu Oke-Oso,Epe,Lagos
Ifesowapo/Temu Oke-Oso,Epe,Lagos
Ifesowapo/Temu Oke-Oso,Epe,Lagos
Ifesowapo/Temu Oke-Oso,Epe,Lagos
Ifesowapo/Temu Oke-Oso,Epe,Lagos
Ifesowapo/Temu Oke-Oso,Epe,Lagos
Ifesowapo/Temu Oke-Oso,Epe,Lagos
Ifesowapo/Temu Oke-Oso,Epe,Lagos
Ejirin/Ketu,Epe,Lagos
Ifesowapo/Temu Oke-Oso,Epe,Lagos
Ifesowapo/Temu Oke-Oso,Epe,Lagos
Ibeju 1,Ibeju Lekki,Lagos
Ibeju 1,Ibeju Lekki,Lagos
Ibeju 1,Ibeju Lekki,Lagos
Ibeju 1,Ibeju Lekki,Lagos
Olugbokere/Abomiti,Epe,Lagos
Ibeju 1,Ibeju Lekki,Lagos
Ibeju 1,Ibeju Lekki,Lagos
Olugbokere/Abomiti,Epe,Lagos
Ibeju 1,Ibeju Lekki,Lagos
Ibeju 1,Ibeju Lekki,Lagos
Ibeju 1,Ibeju Lekki,Lagos
Olugbokere/Abomiti,Epe,Lagos
Olugbokere/Abomiti,Epe,Lagos
Olugbokere/Abomiti,Epe,Lagos
Olugbokere/Abomiti,Epe,Lagos
Olugbokere/Abomiti,Epe,Lagos
Olugbokere/Abomiti,Epe,Lagos
Olugbokere/Abomiti,Epe,Lagos
Olugbokere/Abomiti,Epe,Lagos
Ibeju 1,Ibeju Lekki,Lagos
Olugbokere/Abomiti,Epe,Lagos
Olugbokere/Abomiti,Epe,Lagos
Olugbokere/Abomiti,Epe,Lagos
Olugbokere/Abomiti,Epe,Lagos
Olugbokere/Abomiti,Epe,Lagos
Olugbokere/Abomiti,Epe,Lagos
Olugbokere/Abomiti,Epe,Lagos
Olugbokere/Abomiti,Epe,Lagos
Olugbokere/Abomiti,Epe,Lagos
Ejirin/Ketu,Epe,Lagos
Ejirin/Ketu,Epe,Lagos
Ejirin/Ketu,Epe,Lagos
Ifesowapo/Temu Oke-Oso,Epe,Lagos
Odoragunsin,Epe,Lagos
Lekki 2,Ibeju Lekki,Lagos
Olugbokere/Abomiti,Epe,Lagos
Olugbokere/Abomiti,Epe,Lagos
Olugbokere/Abomiti,Epe,Lagos
Olugbokere/Abomiti,Epe,Lagos
Olugbokere/Abomiti,Epe,Lagos
Olugbokere/Abomiti,Epe,Lagos
Olugbokere/Abomiti,Epe,Lagos
Olugbokere/Abomiti,Epe,Lagos
Olugbokere/Abomiti,Epe,Lagos
Olugbokere/Abomiti,Epe,Lagos
Olugbokere/Abomiti,Epe,Lagos
Olugbokere/Abomiti,Epe,Lagos
Olugbokere/Abomiti,Epe,Lagos
Ifesowapo/Temu Oke-Oso,Epe,Lagos
Ifesowapo/Temu Oke-Oso,Epe,Lagos
Ifesowapo/Temu Oke-Oso,Epe,Lagos
Odoragunsin,Epe,Lagos
Aiyetoro/Lagbade/Agbala/Olota,Epe,Lagos
Ifesowapo/Temu Oke-Oso,Epe,Lagos
Odoragunsin,Epe,Lagos
Odoragunsin,Epe,Lagos
Odoragunsin,Epe,Lagos
Odoragunsin,Epe,Lagos
Odoragunsin,Epe,Lagos
Ajaganabe,Epe,Lagos
Sagida/Okeposu,Epe,Lagos
Bado/Ebole/Etita/Iberikodo,Epe,Lagos
Odomola,Epe,Lagos
Mayunre-Oriba,Epe,Lagos
Odomola,Epe,Lagos
Ejirin/Ketu,Epe,Lagos
Ifesowapo/Temu Oke-Oso,Epe,Lagos
Ifesowapo/Temu Oke-Oso,Epe,Lagos
Ifesowapo/Temu Oke-Oso,Epe,Lagos
Ifesowapo/Temu Oke-Oso,Epe,Lagos
Ifesowapo/Temu Oke-Oso,Epe,Lagos
Odoragunsin,Epe,Lagos
Odoragunsin,Epe,Lagos
Ifesowapo/Temu Oke-Oso,Epe,Lagos
Ifesowapo/Temu Oke-Oso,Epe,Lagos
Ifesowapo/Temu Oke-Oso,Epe,Lagos
Odoragunsin,Epe,Lagos
Odoragunsin,Epe,Lagos
Odoragunsin,Epe,Lagos
Odoragunsin,Epe,Lagos
Odoragunsin,Epe,Lagos
Odoragunsin,Epe,Lagos
Odoragunsin,Epe,Lagos
Ibonwon,Epe,Lagos
Odoragunsin,Epe,Lagos
Odoragunsin,Epe,Lagos
Naforija/Poka,Epe,Lagos
Naforija/Poka,Epe,Lagos
Naforija/Poka,Epe,Lagos
Naforija/Poka,Epe,Lagos
Ogheye,Warri North,Delta
Ogheye,Warri North,Delta
Ugbo 4,Ilaje,Ondo
Ugbo 4,Ilaje,Ondo
Ugbo 4,Ilaje,Ondo
Ugbo 4,Ilaje,Ondo
Ugbo 6,Ilaje,Ondo
Ugbo 6,Ilaje,Ondo
Ojobo,Burutu,Delta
Ogulagha,Burutu,Delta
Ogulagha,Burutu,Delta
Ogulagha,Burutu,Delta
Ogulagha,Burutu,Delta
Ogulagha,Burutu,Delta
Ogulagha,Burutu,Delta
Ogulagha,Burutu,Delta
Ogulagha,Burutu,Delta
Ogulagha,Burutu,Delta
Ogulagha,Burutu,Delta
Ojobo,Burutu,Delta
Ojobo,Burutu,Delta
Ojobo,Burutu,Delta
Ogulagha,Burutu,Delta
Ogulagha,Burutu,Delta
Ogulagha,Burutu,Delta
Ogulagha,Burutu,Delta
Kiagbodo,Burutu,Delta
Kiagbodo,Burutu,Delta
Bolou-Ndoro,Burutu,Delta
Bolou-Ndoro,Burutu,Delta
Bolou-Ndoro,Burutu,Delta
Kiagbodo,Burutu,Delta
Kiagbodo,Burutu,Delta
Bolou-Ndoro,Burutu,Delta
Kiagbodo,Burutu,Delta
Bolou-Ndoro,Burutu,Delta
Bolou-Ndoro,Burutu,Delta
Obetebe,Burutu,Delta
Obetebe,Burutu,Delta
Obetebe,Burutu,Delta
Ogidigben,Warri South-West,Delta
Ogulagha,Burutu,Delta
Ogulagha,Burutu,Delta
Ogulagha,Burutu,Delta
Ogulagha,Burutu,Delta
Ogulagha,Burutu,Delta
Ogulagha,Burutu,Delta
Ogulagha,Burutu,Delta
Ogulagha,Burutu,Delta
Ogulagha,Burutu,Delta
Ogulagha,Burutu,Delta
Ogulagha,Burutu,Delta
Ogulagha,Burutu,Delta
Ogulagha,Burutu,Delta
Ogulagha,Burutu,Delta
Ogulagha,Burutu,Delta
Ogulagha,Burutu,Delta
Ogulagha,Burutu,Delta
Ogulagha,Burutu,Delta
Ogulagha,Burutu,Delta
Ogulagha,Burutu,Delta
Kiagbodo,Burutu,Delta
Kiagbodo,Burutu,Delta
Ogulagha,Burutu,Delta
Kiagbodo,Burutu,Delta
Kiagbodo,Burutu,Delta
Ogulagha,Burutu,Delta
Ogulagha,Burutu,Delta
Ogulagha,Burutu,Delta
Ogulagha,Burutu,Delta
Ogulagha,Burutu,Delta
Ogulagha,Burutu,Delta
Ogulagha,Burutu,Delta
Ogulagha,Burutu,Delta
Ogulagha,Burutu,Delta
Ogulagha,Burutu,Delta
Ogulagha,Burutu,Delta
Ogulagha,Burutu,Delta
Ogulagha,Burutu,Delta
Kiagbodo,Burutu,Delta
Ogulagha,Burutu,Delta
Ogulagha,Burutu,Delta
Kiagbodo,Burutu,Delta
Kiagbodo,Burutu,Delta
Obetebe,Burutu,Delta
Obetebe,Burutu,Delta
Obetebe,Burutu,Delta
Obetebe,Burutu,Delta
Obetebe,Burutu,Delta
Obetebe,Burutu,Delta
Obetebe,Burutu,Delta
Obetebe,Burutu,Delta
Obetebe,Burutu,Delta
Obetebe,Burutu,Delta
Obetebe,Burutu,Delta
Obetebe,Burutu,Delta
Obetebe,Burutu,Delta
Obetebe,Burutu,Delta
Obetebe,Burutu,Delta
Obetebe,Burutu,Delta
Obetebe,Burutu,Delta
Obetebe,Burutu,Delta
Obetebe,Burutu,Delta
Ogidigben,Warri South-West,Delta
Ogidigben,Warri South-West,Delta
Ajudaibo,Warri South-West,Delta
Obetebe,Burutu,Delta
Obetebe,Burutu,Delta
Oporozo,Warri South-West,Delta
Oporozo,Warri South-West,Delta
Ogidigben,Warri South-West,Delta
Ogidigben,Warri South-West,Delta
Oporozo,Warri South-West,Delta
Ogidigben,Warri South-West,Delta
Oporozo,Warri South-West,Delta
Oporozo,Warri South-West,Delta
Kiagbodo,Burutu,Delta
Oporozo,Warri South-West,Delta
Oporozo,Warri South-West,Delta
Oporozo,Warri South-West,Delta
Oporozo,Warri South-West,Delta
Oporozo,Warri South-West,Delta
Oporozo,Warri South-West,Delta
Oporozo,Warri South-West,Delta
Ogidigben,Warri South-West,Delta
Orere,Warri South-West,Delta
Orere,Warri South-West,Delta
Orere,Warri South-West,Delta
Orere,Warri South-West,Delta
Orere,Warri South-West,Delta
Oporozo,Warri South-West,Delta
Orere,Warri South-West,Delta
Orere,Warri South-West,Delta
Orere,Warri South-West,Delta
Oporozo,Warri South-West,Delta
Oporozo,Warri South-West,Delta
Oporozo,Warri South-West,Delta
Oporozo,Warri South-West,Delta
Oporozo,Warri South-West,Delta
Oporozo,Warri South-West,Delta
Oporozo,Warri South-West,Delta
Oporozo,Warri South-West,Delta
Oporozo,Warri South-West,Delta
Orere,Warri South-West,Delta
Orere,Warri South-West,Delta
Ojobo,Burutu,Delta
Tuomo,Burutu,Delta
Eseinbiri,Burutu,Delta
Eseinbiri,Burutu,Delta
Eseinbiri,Burutu,Delta
Eseinbiri,Burutu,Delta
Eseinbiri,Burutu,Delta
Tuomo,Burutu,Delta
Tuomo,Burutu,Delta
Tuomo,Burutu,Delta
Tuomo,Burutu,Delta
Tuomo,Burutu,Delta
Tuomo,Burutu,Delta
Tuomo,Burutu,Delta
Tuomo,Burutu,Delta
Tuomo,Burutu,Delta
Eseinbiri,Burutu,Delta
Eseinbiri,Burutu,Delta
Tuomo,Burutu,Delta
Tuomo,Burutu,Delta
Tuomo,Burutu,Delta
Tuomo,Burutu,Delta
Tamigbe,Burutu,Delta
Tamigbe,Burutu,Delta
Tuomo,Burutu,Delta
Tamigbe,Burutu,Delta
Ojobo,Burutu,Delta
Ojobo,Burutu,Delta
Ojobo,Burutu,Delta
Ojobo,Burutu,Delta
Ojobo,Burutu,Delta
Ojobo,Burutu,Delta
Ojobo,Burutu,Delta
Ojobo,Burutu,Delta
Eseinbiri,Burutu,Delta
Eseinbiri,Burutu,Delta
Ojobo,Burutu,Delta
Eseinbiri,Burutu,Delta
Ojobo,Burutu,Delta
Bolou-Ndoro,Burutu,Delta
Bolou-Ndoro,Burutu,Delta
Bolou-Ndoro,Burutu,Delta
Bolou-Ndoro,Burutu,Delta
Bolou-Ndoro,Burutu,Delta
Bolou-Ndoro,Burutu,Delta
Bolou-Ndoro,Burutu,Delta
Bolou-Ndoro,Burutu,Delta
Bolou-Ndoro,Burutu,Delta
Eseinbiri,Burutu,Delta
Eseinbiri,Burutu,Delta
Tamigbe,Burutu,Delta
Tamigbe,Burutu,Delta
Tamigbe,Burutu,Delta
Tamigbe,Burutu,Delta
Tamigbe,Burutu,Delta
Tamigbe,Burutu,Delta
Tamigbe,Burutu,Delta
Tamigbe,Burutu,Delta
Bolou-Ndoro,Burutu,Delta
Eseinbiri,Burutu,Delta
Tamigbe,Burutu,Delta
Bolou-Ndoro,Burutu,Delta
Tamigbe,Burutu,Delta
Tamigbe,Burutu,Delta
Tamigbe,Burutu,Delta
Tamigbe,Burutu,Delta
Tamigbe,Burutu,Delta
Tamigbe,Burutu,Delta
Torugbene,Burutu,Delta
Torugbene,Burutu,Delta
Tamigbe,Burutu,Delta
Torugbene,Burutu,Delta
Torugbene,Burutu,Delta
Torugbene,Burutu,Delta
Torugbene,Burutu,Delta
Torugbene,Burutu,Delta
Torugbene,Burutu,Delta
Torugbene,Burutu,Delta
Torugbene,Burutu,Delta
Kpakiama,Bomadi,Delta
Kpakiama,Bomadi,Delta
Kpakiama,Bomadi,Delta
Tamigbe,Burutu,Delta
Tamigbe,Burutu,Delta
Torugbene,Burutu,Delta
Tamigbe,Burutu,Delta
Torugbene,Burutu,Delta
Torugbene,Burutu,Delta
Torugbene,Burutu,Delta
Torugbene,Burutu,Delta
Torugbene,Burutu,Delta
Torugbene,Burutu,Delta
Torugbene,Burutu,Delta
Ogriagbene,Bomadi,Delta
Ogriagbene,Bomadi,Delta
Tamigbe,Burutu,Delta
Kolafiogbene/Ekametagbene,Bomadi,Delta
Kolafiogbene/Ekametagbene,Bomadi,Delta
Kolafiogbene/Ekametagbene,Bomadi,Delta
Akugbene 1,Bomadi,Delta
Tamigbe,Burutu,Delta
Kolafiogbene/Ekametagbene,Bomadi,Delta
Kolafiogbene/Ekametagbene,Bomadi,Delta
Akugbene 1,Bomadi,Delta
Akugbene 1,Bomadi,Delta
Ogbeinma/Okoloba,Bomadi,Delta
Ogbeinma/Okoloba,Bomadi,Delta
Ogbeinma/Okoloba,Bomadi,Delta
Ogbeinma/Okoloba,Bomadi,Delta
Ogbeinma/Okoloba,Bomadi,Delta
Ogbeinma/Okoloba,Bomadi,Delta
Jeremi 4,Ughelli South,Delta
Kpakiama,Bomadi,Delta
Kpakiama,Bomadi,Delta
Kpakiama,Bomadi,Delta
Kpakiama,Bomadi,Delta
Esanma,Bomadi,Delta
Ogriagbene,Bomadi,Delta
Ogriagbene,Bomadi,Delta
Esanma,Bomadi,Delta
Esanma,Bomadi,Delta
Ogriagbene,Bomadi,Delta
Kpakiama,Bomadi,Delta
Esanma,Bomadi,Delta
Bomadi,Bomadi,Delta
Odorubu,Patani,Delta
Bomadi,Bomadi,Delta
Bomadi,Bomadi,Delta
Ogriagbene,Bomadi,Delta
Jeremi 4,Ughelli South,Delta
Bomadi,Bomadi,Delta
Olomu 2,Ughelli South,Delta
Jeremi 4,Ughelli South,Delta
Jeremi 4,Ughelli South,Delta
Jeremi 4,Ughelli South,Delta
Jeremi 4,Ughelli South,Delta
Jeremi 4,Ughelli South,Delta
Jeremi 4,Ughelli South,Delta
Jeremi 4,Ughelli South,Delta
Olomu 2,Ughelli South,Delta
Olomu 2,Ughelli South,Delta
Jeremi 4,Ughelli South,Delta
Olomu 2,Ughelli South,Delta
Bolou-Ndoro,Burutu,Delta
Kiagbodo,Burutu,Delta
Bolou-Ndoro,Burutu,Delta
Bolou-Ndoro,Burutu,Delta
Bolou-Ndoro,Burutu,Delta
Bolou-Ndoro,Burutu,Delta
Kiagbodo,Burutu,Delta
Bolou-Ndoro,Burutu,Delta
Bolou-Ndoro,Burutu,Delta
Bolou-Ndoro,Burutu,Delta
Bolou-Ndoro,Burutu,Delta
Bolou-Ndoro,Burutu,Delta
Kiagbodo,Burutu,Delta
Bolou-Ndoro,Burutu,Delta
Kiagbodo,Burutu,Delta
Kiagbodo,Burutu,Delta
Kiagbodo,Burutu,Delta
Kiagbodo,Burutu,Delta
Kiagbodo,Burutu,Delta
Kiagbodo,Burutu,Delta
Kiagbodo,Burutu,Delta
Kiagbodo,Burutu,Delta
Kiagbodo,Burutu,Delta
Kiagbodo,Burutu,Delta
Kiagbodo,Burutu,Delta
Kiagbodo,Burutu,Delta
Ngbilebiri,Burutu,Delta
Ngbilebiri,Burutu,Delta
Kiagbodo,Burutu,Delta
Bolou-Ndoro,Burutu,Delta
Bolou-Ndoro,Burutu,Delta
Bolou-Ndoro,Burutu,Delta
Bolou-Ndoro,Burutu,Delta
Bolou-Ndoro,Burutu,Delta
Ngbilebiri,Burutu,Delta
Ngbilebiri,Burutu,Delta
Ngbilebiri,Burutu,Delta
Ngbilebiri,Burutu,Delta
Ngbilebiri,Burutu,Delta
Bolou-Ndoro,Burutu,Delta
Bolou-Ndoro,Burutu,Delta
Ngbilebiri,Burutu,Delta
Ngbilebiri,Burutu,Delta
Ngbilebiri,Burutu,Delta
Ngbilebiri,Burutu,Delta
Ngbilebiri,Burutu,Delta
Ngbilebiri,Burutu,Delta
Ngbilebiri,Burutu,Delta
Ngbilebiri,Burutu,Delta
Ngbilebiri,Burutu,Delta
Ogo/Eze,Bomadi,Delta
Ngbilebiri,Burutu,Delta
Ngbilebiri,Burutu,Delta
Ngbilebiri,Burutu,Delta
Jeremi 3,Ughelli South,Delta
Jeremi 3,Ughelli South,Delta
Kiagbodo,Burutu,Delta
Kiagbodo,Burutu,Delta
Kiagbodo,Burutu,Delta
Kiagbodo,Burutu,Delta
Kiagbodo,Burutu,Delta
Kiagbodo,Burutu,Delta
Kiagbodo,Burutu,Delta
Kiagbodo,Burutu,Delta
Isaba,Warri South-West,Delta
Isaba,Warri South-West,Delta
Isaba,Warri South-West,Delta
Isaba,Warri South-West,Delta
Isaba,Warri South-West,Delta
Isaba,Warri South-West,Delta
Isaba,Warri South-West,Delta
Isaba,Warri South-West,Delta
Isaba,Warri South-West,Delta
Isaba,Warri South-West,Delta
Isaba,Warri South-West,Delta
Isaba,Warri South-West,Delta
Oporozo,Warri South-West,Delta
Oporozo,Warri South-West,Delta
Isaba,Warri South-West,Delta
Ogbe-Ijoh,Warri South-West,Delta
Kiagbodo,Burutu,Delta
Kiagbodo,Burutu,Delta
Kiagbodo,Burutu,Delta
Jeremi 3,Ughelli South,Delta
Ogbe-Ijoh,Warri South-West,Delta
Ogbe-Ijoh,Warri South-West,Delta
Ogbe-Ijoh,Warri South-West,Delta
Ogbe-Ijoh,Warri South-West,Delta
Isaba,Warri South-West,Delta
Isaba,Warri South-West,Delta
Isaba,Warri South-West,Delta
Isaba,Warri South-West,Delta
Isaba,Warri South-West,Delta
Ode-Itsekiri,Warri South,Delta
Ode-Itsekiri,Warri South,Delta
Ogbe-Ijoh,Warri South-West,Delta
Ogbe-Ijoh,Warri South-West,Delta
Ogbe-Ijoh,Warri South-West,Delta
Ogbe-Ijoh,Warri South-West,Delta
Ogbe-Ijoh,Warri South-West,Delta
Ogbe-Ijoh,Warri South-West,Delta
Ogbe-Ijoh,Warri South-West,Delta
Ogbe-Ijoh,Warri South-West,Delta
Ode-Itsekiri,Warri South,Delta
Ode-Itsekiri,Warri South,Delta
Ode-Itsekiri,Warri South,Delta
Ode-Itsekiri,Warri South,Delta
Ode-Itsekiri,Warri South,Delta
Ogbe-Ijoh,Warri South-West,Delta
Ogbe-Ijoh,Warri South-West,Delta
Ogbe-Ijoh,Warri South-West,Delta
Ogbe-Ijoh,Warri South-West,Delta
Ogbe-Ijoh,Warri South-West,Delta
Ogbe-Ijoh,Warri South-West,Delta
Akugbene III,Bomadi,Delta
Akugbene III,Bomadi,Delta
Akugbene III,Bomadi,Delta
Akugbene III,Bomadi,Delta
Akugbene III,Bomadi,Delta
Akugbene III,Bomadi,Delta
Akugbene III,Bomadi,Delta
Akugbene 2,Bomadi,Delta
Ogbeinma/Okoloba,Bomadi,Delta
Jeremi 4,Ughelli South,Delta
Jeremi 4,Ughelli South,Delta
Akugbene 2,Bomadi,Delta
Ewu 3,Ughelli South,Delta
Ogo/Eze,Bomadi,Delta
Jeremi 3,Ughelli South,Delta
Jeremi 3,Ughelli South,Delta
Jeremi 3,Ughelli South,Delta
Jeremi 3,Ughelli South,Delta
Jeremi 3,Ughelli South,Delta
Jeremi 3,Ughelli South,Delta
Jeremi 3,Ughelli South,Delta
Ogo/Eze,Bomadi,Delta
Jeremi 3,Ughelli South,Delta
Jeremi 3,Ughelli South,Delta
Ewu 3,Ughelli South,Delta
Ewu 3,Ughelli South,Delta
Ewu 3,Ughelli South,Delta
Ewu 3,Ughelli South,Delta
Jeremi 2,Ughelli South,Delta
Jeremi 2,Ughelli South,Delta
Olomu 2,Ughelli South,Delta
Olomu 2,Ughelli South,Delta
Olomu 2,Ughelli South,Delta
Olomu 2,Ughelli South,Delta
Ewu 1,Ughelli South,Delta
Ewu 1,Ughelli South,Delta
Olomu 2,Ughelli South,Delta
Olomu 2,Ughelli South,Delta
Olomu 2,Ughelli South,Delta
Olomu 2,Ughelli South,Delta
Olomu 2,Ughelli South,Delta
Ewu 1,Ughelli South,Delta
Ewu 1,Ughelli South,Delta
Ewu 1,Ughelli South,Delta
Ewu 1,Ughelli South,Delta
Ewu 1,Ughelli South,Delta
Jeremi 2,Ughelli South,Delta
Ewu 2,Ughelli South,Delta
Ewu 2,Ughelli South,Delta
Ewu 1,Ughelli South,Delta
Ewu 1,Ughelli South,Delta
Ewu 2,Ughelli South,Delta
Ewu 1,Ughelli South,Delta
Ewu 1,Ughelli South,Delta
Ewu 1,Ughelli South,Delta
Ewu 1,Ughelli South,Delta
Ewu 1,Ughelli South,Delta
Ewu 1,Ughelli South,Delta
Ewu 1,Ughelli South,Delta
Ewu 2,Ughelli South,Delta
Jeremi 3,Ughelli South,Delta
Jeremi 3,Ughelli South,Delta
Jeremi 2,Ughelli South,Delta
Jeremi 3,Ughelli South,Delta
Jeremi 3,Ughelli South,Delta
Ogbe-Ijoh,Warri South-West,Delta
Ogbe-Ijoh,Warri South-West,Delta
Jeremi 3,Ughelli South,Delta
Jeremi 3,Ughelli South,Delta
Jeremi 3,Ughelli South,Delta
Jeremi 3,Ughelli South,Delta
Emadadja,Udu,Delta
Jeremi 2,Ughelli South,Delta
Jeremi 2,Ughelli South,Delta
Jeremi 2,Ughelli South,Delta
Jeremi 2,Ughelli South,Delta
Jeremi 2,Ughelli South,Delta
Jeremi 2,Ughelli South,Delta
Jeremi 2,Ughelli South,Delta
Jeremi 2,Ughelli South,Delta
Jeremi 2,Ughelli South,Delta
Jeremi 2,Ughelli South,Delta
Jeremi 2,Ughelli South,Delta
Ogbe Udu,Udu,Delta
Ogbe Udu,Udu,Delta
Ogbe Udu,Udu,Delta
Ogbe Udu,Udu,Delta
Emadadja,Udu,Delta
Emadadja,Udu,Delta
Ogbe Udu,Udu,Delta
Ogbe Udu,Udu,Delta
Ogbe Udu,Udu,Delta
Ogbe Udu,Udu,Delta
Jeremi 2,Ughelli South,Delta
Jeremi 2,Ughelli South,Delta
Ogbe Udu,Udu,Delta
Otor Udu/Udu I,Udu,Delta
Ogbe Udu,Udu,Delta
Otor Udu/Udu I,Udu,Delta
Aladja,Udu,Delta
Aladja,Udu,Delta
Aladja,Udu,Delta
Aladja,Udu,Delta
Aladja,Udu,Delta
Emadadja,Udu,Delta
Emadadja,Udu,Delta
Egini/Ovwian II,Udu,Delta
Aladja,Udu,Delta
Aladja,Udu,Delta
Aladja,Udu,Delta
Emadadja,Udu,Delta
Emadadja,Udu,Delta
Emadadja,Udu,Delta
Aladja,Udu,Delta
Aladja,Udu,Delta
Emadadja,Udu,Delta
Egini/Ovwian II,Udu,Delta
Emadadja,Udu,Delta
Emadadja,Udu,Delta
Ovwian,Udu,Delta
Emadadja,Udu,Delta
Emadadja,Udu,Delta
Emadadja,Udu,Delta
Emadadja,Udu,Delta
Ogbe Udu,Udu,Delta
Emadadja,Udu,Delta
Egini/Ovwian II,Udu,Delta
Otor Udu/Udu I,Udu,Delta
Egini/Ovwian II,Udu,Delta
Egini/Ovwian II,Udu,Delta
Egini/Ovwian II,Udu,Delta
Otor Udu/Udu I,Udu,Delta
Otor Udu/Udu I,Udu,Delta
Egini/Ovwian II,Udu,Delta
Otor Udu/Udu I,Udu,Delta
Emadadja,Udu,Delta
Otor Udu/Udu I,Udu,Delta
Otor Udu/Udu I,Udu,Delta
Otor Udu/Udu I,Udu,Delta
Otor Udu/Udu I,Udu,Delta
Otor Udu/Udu I,Udu,Delta
Otor Udu/Udu I,Udu,Delta
Otor Udu/Udu I,Udu,Delta
Otor Udu/Udu I,Udu,Delta
Owhrode/Udu II,Udu,Delta
Owhrode/Udu II,Udu,Delta
Egini/Ovwian II,Udu,Delta
Egini/Ovwian II,Udu,Delta
Egini/Ovwian II,Udu,Delta
Owhrode/Udu II,Udu,Delta
Owhrode/Udu II,Udu,Delta
Owhrode/Udu II,Udu,Delta
Owhrode/Udu II,Udu,Delta
Owhrode/Udu II,Udu,Delta
Owhrode/Udu II,Udu,Delta
Owhrode/Udu II,Udu,Delta
Owhrode/Udu II,Udu,Delta
Owhrode/Udu II,Udu,Delta
Orhuwhorun,Udu,Delta
Owhrode/Udu II,Udu,Delta
Ekakpamre,Ughelli South,Delta
Jeremi 2,Ughelli South,Delta
Jeremi 2,Ughelli South,Delta
Ewu 2,Ughelli South,Delta
